Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
renal water homeostasis (GO:0003091),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,PRKACG
tube closure (GO:0060606),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,VASP
7-methylguanosine mRNA capping (GO:0006370),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CDK7
7-methylguanosine RNA capping (GO:0009452),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CDK7
negative regulation of DNA biosynthetic process (GO:2000279),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,TP53
aortic valve morphogenesis (GO:0003180),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,RB1
regulation of cell migration involved in sprouting angiogenesis (GO:0090049),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,ANXA1
regulation of cell morphogenesis (GO:0022604),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CFL1
regulation of dendritic spine morphogenesis (GO:0061001),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CFL1
cellular response to glucose stimulus (GO:0071333),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,KCNB1
regulation of intracellular estrogen receptor signaling pathway (GO:0033146),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,ESR1
chromatin remodeling at centromere (GO:0031055),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CENPA
ERBB2 signaling pathway (GO:0038128),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,ERBB2
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,RB1
response to amino acid (GO:0043200),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,MTOR
hematopoietic progenitor cell differentiation (GO:0002244),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,TP53
liver development (GO:0001889),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,ANXA1
transcription initiation from RNA polymerase I promoter (GO:0006361),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,CDK7
positive regulation of telomere maintenance (GO:0032206),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,NEK2
mitochondrial membrane organization (GO:0007006),1/32,0.08294124653654229,0.13193907197336951,0,0,12.121119902617163,30.177016409267804,BAD
positive regulation of cellular biosynthetic process (GO:0031328),2/180,0.08507680254469614,0.1335965633167216,0,0,4.271391529818496,10.52556672861556,ERBB2;MTOR
actin filament bundle assembly (GO:0051017),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,ADD2
actin filament bundle organization (GO:0061572),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,ADD2
apoptotic cell clearance (GO:0043277),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,ANXA1
apoptotic mitochondrial changes (GO:0008637),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,BAD
signal transduction by p53 class mediator (GO:0072331),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,TP53
positive regulation of organelle organization (GO:0010638),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,ANXA1
lytic vacuole organization (GO:0080171),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,MTOR
positive regulation of telomere maintenance via telomerase (GO:0032212),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,NEK2
mitotic G2 DNA damage checkpoint signaling (GO:0007095),1/33,0.08542126868690271,0.1335965633167216,0,0,11.741745283018869,28.88657396987172,CDK1
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,FGA
axoneme assembly (GO:0035082),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,DCX
cellular response to amino acid stimulus (GO:0071230),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,MTOR
regulation of glucose metabolic process (GO:0010906),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,BCKDK
neural tube closure (GO:0001843),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,VASP
organelle disassembly (GO:1903008),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,CDK1
phosphatidylinositol 3-kinase signaling (GO:0014065),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,ERBB2
positive regulation of DNA binding (GO:0043388),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,RB1
response to steroid hormone (GO:0048545),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,AR
sister chromatid segregation (GO:0000819),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,RB1
positive regulation of protein dephosphorylation (GO:0035307),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,MTOR
transcription by RNA polymerase I (GO:0006360),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,CDK7
positive regulation of telomerase activity (GO:0051973),1/34,0.08789470799411693,0.1345208957603536,0,0,11.385363064608349,27.684827361193253,NEK2
cellular response to amyloid-beta (GO:1904646),1/35,0.09036158158919066,0.13716651845810152,0,0,11.049944506104328,26.563360328124432,CACNA2D1
cellular response to hydrogen peroxide (GO:0070301),1/35,0.09036158158919066,0.13716651845810152,0,0,11.049944506104328,26.563360328124432,ANXA1
regulation of lipid biosynthetic process (GO:0046890),1/35,0.09036158158919066,0.13716651845810152,0,0,11.049944506104328,26.563360328124432,MTOR
positive regulation of cell cycle G1/S phase transition (GO:1902808),1/35,0.09036158158919066,0.13716651845810152,0,0,11.049944506104328,26.563360328124432,ANXA1
positive regulation of lipid biosynthetic process (GO:0046889),1/35,0.09036158158919066,0.13716651845810152,0,0,11.049944506104328,26.563360328124432,MTOR
regulation of mitotic cell cycle phase transition (GO:1901990),2/188,0.09159348184787752,0.13863593443235292,0,0,4.086021505376344,9.76720606565563,CDK1;NEK2
activation of adenylate cyclase activity (GO:0007190),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,RAF1
aortic valve development (GO:0003176),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,RB1
regulation of microtubule-based process (GO:0032886),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,ERBB2
regulation of osteoclast differentiation (GO:0045670),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,MTOR
platelet aggregation (GO:0070527),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,FGA
positive regulation of mitotic nuclear division (GO:0045840),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,RB1
intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,TP53
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,FGA
positive regulation of telomere maintenance via telomere lengthening (GO:1904358),1/36,0.09282190658441714,0.13863593443235292,0,0,10.733692722371968,25.514766917792368,NEK2
negative regulation of epithelial cell apoptotic process (GO:1904036),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,FGA
regulation of erythrocyte differentiation (GO:0045646),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,FOXO3
centromere complex assembly (GO:0034508),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,CENPA
glutamate receptor signaling pathway (GO:0007215),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,KCNB1
positive regulation of exocytosis (GO:0045921),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,FGA
positive regulation of myeloid cell differentiation (GO:0045639),1/37,0.0952757000126654,0.14094128234357667,0,0,10.435010482180294,24.53250600399325,FOXO3
regulation of programmed cell death (GO:0043067),2/194,0.09657508182792995,0.1425190697140581,0,0,3.95713141025641,9.2495355708988,RAF1;TP53
regulation of apoptotic signaling pathway (GO:2001233),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,RB1
regulation of cell communication (GO:0010646),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,ANXA1
regulation of phosphoprotein phosphatase activity (GO:0043666),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,MTOR
positive regulation of cell development (GO:0010720),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,BAD
response to cAMP (GO:0051591),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,RAP1B
positive regulation of insulin secretion (GO:0032024),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,BAD
histone exchange (GO:0043486),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,CENPA
lysosome organization (GO:0007040),1/38,0.09772297891050057,0.1425190697140581,0,0,10.152473227944926,23.610780056259,MTOR
regulation of cellular component biogenesis (GO:0044087),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,RAP1B
negative regulation of protein secretion (GO:0050709),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,KCNB1
regulation of exit from mitosis (GO:0007096),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,NEK2
negative regulation of secretion by cell (GO:1903531),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,ANXA1
cellular response to ketone (GO:1901655),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,AR
regulation of heart rate by cardiac conduction (GO:0086091),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,CACNA2D1
DNA replication-independent nucleosome assembly (GO:0006336),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,CENPA
endothelial cell migration (GO:0043542),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,NR4A1
response to peptide (GO:1901652),1/39,0.10016376022168876,0.14404354991632948,0,0,9.88480635551142,22.74443362032508,ANXA1
negative regulation of blood coagulation (GO:0030195),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,FGA
negative regulation of ERBB signaling pathway (GO:1901185),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,ERBB2
negative regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043124),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,ESR1
bone development (GO:0060348),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,TP53
response to organonitrogen compound (GO:0010243),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,MTOR
stem cell differentiation (GO:0048863),1/40,0.10259806088452916,0.1461865008615454,0,0,9.630865989356556,21.928867853316252,TP53
negative regulation of cell-cell adhesion (GO:0022408),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,MBP
carbohydrate catabolic process (GO:0016052),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,PFKL
regulation of mitochondrial membrane potential (GO:0051881),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,BAD
response to growth factor (GO:0070848),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,ERBB2
keratinocyte differentiation (GO:0030216),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,ANXA1
T cell differentiation (GO:0030217),1/41,0.10502589777658966,0.14828124473320942,0,0,9.389622641509431,21.159968270478103,ANXA1
regulation of inflammatory response (GO:0050727),2/206,0.10676411589952754,0.1503291118885583,0,0,3.722096530920061,8.326826476146689,RB1;ANXA1
calcium ion transmembrane import into cytosol (GO:0097553),1/42,0.10744728772228491,0.1503291118885583,0,0,9.160147261849977,20.434043374832477,CACNA2D1
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),1/42,0.10744728772228491,0.1503291118885583,0,0,9.160147261849977,20.434043374832477,FGA
positive regulation of epithelial to mesenchymal transition (GO:0010718),1/42,0.10744728772228491,0.1503291118885583,0,0,9.160147261849977,20.434043374832477,MTOR
mitochondrial gene expression (GO:0140053),1/42,0.10744728772228491,0.1503291118885583,0,0,9.160147261849977,20.434043374832477,FOXO3
monocyte chemotaxis (GO:0002548),1/42,0.10744728772228491,0.1503291118885583,0,0,9.160147261849977,20.434043374832477,ANXA1
regulation of protein kinase B signaling (GO:0051896),2/207,0.10762610564887289,0.15035286037263595,0,0,3.70375234521576,8.256004882432496,ERBB2;ESR1
cellular glucose homeostasis (GO:0001678),1/43,0.10986224753115834,0.1527178565957883,0,0,8.941599281221922,19.747772315999956,KCNB1
positive regulation of phospholipase C activity (GO:0010863),1/43,0.10986224753115834,0.1527178565957883,0,0,8.941599281221922,19.747772315999956,ESR1
substantia nigra development (GO:0021762),1/43,0.10986224753115834,0.1527178565957883,0,0,8.941599281221922,19.747772315999956,MBP
regulation of nucleic acid-templated transcription (GO:1903506),3/430,0.10997658349040083,0.1527178565957883,0,0,2.6889378702300597,5.935797579015244,RB1;TP53;ESR1
negative regulation of inflammatory response (GO:0050728),2/212,0.11196436584919328,0.15428930117118894,0,0,3.614652014652015,7.914550312758943,RB1;PRKACG
antibacterial humoral response (GO:0019731),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,FGA
regulation of endothelial cell apoptotic process (GO:2000351),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,FGA
neurogenesis (GO:0022008),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,ANXA1
positive regulation of biosynthetic process (GO:0009891),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,MTOR
response to amyloid-beta (GO:1904645),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,CACNA2D1
homotypic cell-cell adhesion (GO:0034109),1/44,0.11227079396310412,0.15428930117118894,0,0,8.733216322948662,19.098160081121275,FGA
regulation of intracellular signal transduction (GO:1902531),3/437,0.11398033631764314,0.15640728572982346,0,0,2.644619137977772,5.743396958958729,CDK1;TP53;MTOR
cellular response to radiation (GO:0071478),1/45,0.1146729436907043,0.15666347748332984,0,0,8.534305317324185,18.482498984150983,TP53
microtubule bundle formation (GO:0001578),1/45,0.1146729436907043,0.15666347748332984,0,0,8.534305317324185,18.482498984150983,DCX
mitotic G2/M transition checkpoint (GO:0044818),1/45,0.1146729436907043,0.15666347748332984,0,0,8.534305317324185,18.482498984150983,CDK1
regulation of fibroblast proliferation (GO:0048145),1/46,0.11706871342498994,0.15946749966541884,0,0,8.344234800838574,17.89833543767599,TP53
positive regulation of nucleocytoplasmic transport (GO:0046824),1/46,0.11706871342498994,0.15946749966541884,0,0,8.344234800838574,17.89833543767599,TP53
cellular response to lipid (GO:0071396),2/219,0.1181143172504817,0.16065622361009882,0,0,3.496809641970932,7.469543235084247,AR;ESR1
negative regulation of cold-induced thermogenesis (GO:0120163),1/47,0.11945811977341562,0.16130318789171966,0,0,8.162428219852337,17.34344121433972,RB1
regulation of protein localization to nucleus (GO:1900180),1/47,0.11945811977341562,0.16130318789171966,0,0,8.162428219852337,17.34344121433972,CDK1
positive regulation of cell-cell adhesion (GO:0022409),1/47,0.11945811977341562,0.16130318789171966,0,0,8.162428219852337,17.34344121433972,FGA
regulation of wound healing (GO:0061041),1/47,0.11945811977341562,0.16130318789171966,0,0,8.162428219852337,17.34344121433972,ANXA1
positive regulation of neuron death (GO:1901216),1/47,0.11945811977341562,0.16130318789171966,0,0,8.162428219852337,17.34344121433972,FOXO3
cellular response to ionizing radiation (GO:0071479),1/48,0.1218411792961756,0.16357002249443228,0,0,7.988358089120835,16.815788479202197,TP53
regulation of interleukin-2 production (GO:0032663),1/48,0.1218411792961756,0.16357002249443228,0,0,7.988358089120835,16.815788479202197,ANXA1
positive regulation of blood vessel endothelial cell migration (GO:0043536),1/48,0.1218411792961756,0.16357002249443228,0,0,7.988358089120835,16.815788479202197,ANXA1
myelination (GO:0042552),1/48,0.1218411792961756,0.16357002249443228,0,0,7.988358089120835,16.815788479202197,MBP
cellular response to mechanical stimulus (GO:0071260),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,BAD
positive regulation of actin filament polymerization (GO:0030838),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,VASP
regulation of stress-activated MAPK cascade (GO:0032872),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,MAP2K1
response to hydrogen peroxide (GO:0042542),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,ANXA1
positive regulation of reactive oxygen species metabolic process (GO:2000379),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,TP53
mitotic cytokinesis (GO:0000281),1/49,0.12421790857292912,0.16532727373101885,0,0,7.821540880503145,16.313528042717785,CENPA
actin polymerization or depolymerization (GO:0008154),1/50,0.1265883240687765,0.16728385926016123,0,0,7.661532537543319,15.834970375184442,CFL1
regulation of complement activation (GO:0030449),1/50,0.1265883240687765,0.16728385926016123,0,0,7.661532537543319,15.834970375184442,C1R
neuron migration (GO:0001764),1/50,0.1265883240687765,0.16728385926016123,0,0,7.661532537543319,15.834970375184442,DCX
positive regulation of cell morphogenesis involved in differentiation (GO:0010770),1/50,0.1265883240687765,0.16728385926016123,0,0,7.661532537543319,15.834970375184442,FGA
positive regulation of ion transport (GO:0043270),1/50,0.1265883240687765,0.16728385926016123,0,0,7.661532537543319,15.834970375184442,CHRM1
DNA duplex unwinding (GO:0032508),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,ANXA1
regulation of substrate adhesion-dependent cell spreading (GO:1900024),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,FGA
sensory perception (GO:0007600),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,KCNA2
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,TP53
mitotic nuclear membrane organization (GO:0101024),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,CDK1
mitotic nuclear membrane reassembly (GO:0007084),1/51,0.1289524422762036,0.16896589404032883,0,0,7.507924528301887,15.378568956697888,CDK1
negative regulation of protein-containing complex assembly (GO:0031333),1/52,0.1313102795600359,0.1708504897916994,0,0,7.360340362560119,14.942905667794824,RAF1
regulation of telomere maintenance via telomerase (GO:0032210),1/52,0.1313102795600359,0.1708504897916994,0,0,7.360340362560119,14.942905667794824,NEK2
response to peptide hormone (GO:0043434),1/52,0.1313102795600359,0.1708504897916994,0,0,7.360340362560119,14.942905667794824,ANXA1
signal transduction in response to DNA damage (GO:0042770),1/52,0.1313102795600359,0.1708504897916994,0,0,7.360340362560119,14.942905667794824,TP53
sprouting angiogenesis (GO:0002040),1/52,0.1313102795600359,0.1708504897916994,0,0,7.360340362560119,14.942905667794824,NR4A1
regulation of immune effector process (GO:0002697),1/53,0.13366185231401212,0.17270077997179034,0,0,7.218432510885341,14.526677903865671,C1R
epidermal cell differentiation (GO:0009913),1/53,0.13366185231401212,0.17270077997179034,0,0,7.218432510885341,14.526677903865671,ANXA1
positive regulation of B cell activation (GO:0050871),1/53,0.13366185231401212,0.17270077997179034,0,0,7.218432510885341,14.526677903865671,CD27
positive regulation of chemokine production (GO:0032722),1/53,0.13366185231401212,0.17270077997179034,0,0,7.218432510885341,14.526677903865671,MBP
positive regulation of NIK/NF-kappaB signaling (GO:1901224),1/53,0.13366185231401212,0.17270077997179034,0,0,7.218432510885341,14.526677903865671,CD27
regulation of cellular amino acid metabolic process (GO:0006521),1/54,0.13600717688085265,0.17431620357175642,0,0,7.081879672481311,14.128687210183031,BCKDK
regulation of humoral immune response (GO:0002920),1/54,0.13600717688085265,0.17431620357175642,0,0,7.081879672481311,14.128687210183031,C1R
nuclear membrane reassembly (GO:0031468),1/54,0.13600717688085265,0.17431620357175642,0,0,7.081879672481311,14.128687210183031,CDK1
regulation of megakaryocyte differentiation (GO:0045652),1/54,0.13600717688085265,0.17431620357175642,0,0,7.081879672481311,14.128687210183031,H3C13
regulation of proteolysis (GO:0030162),1/54,0.13600717688085265,0.17431620357175642,0,0,7.081879672481311,14.128687210183031,BAD
positive regulation of cell population proliferation (GO:0008284),3/474,0.1360379414311339,0.17431620357175642,0,0,2.432246784063944,4.8518980590806216,AR;BAD;ERBB2
pyruvate metabolic process (GO:0006090),1/55,0.13834626953351245,0.1765435225228476,0,0,6.950384346610762,13.747829218668,PFKL
regulation of gene silencing by RNA (GO:0060966),1/55,0.13834626953351245,0.1765435225228476,0,0,6.950384346610762,13.747829218668,H3C13
regulation of posttranscriptional gene silencing (GO:0060147),1/55,0.13834626953351245,0.1765435225228476,0,0,6.950384346610762,13.747829218668,H3C13
negative regulation of metabolic process (GO:0009892),1/56,0.14067914651365568,0.17853951791145645,0,0,6.823670668953688,13.383084716807277,RB1
peptidyl-tyrosine modification (GO:0018212),1/56,0.14067914651365568,0.17853951791145645,0,0,6.823670668953688,13.383084716807277,ERBB2
Rho protein signal transduction (GO:0007266),1/56,0.14067914651365568,0.17853951791145645,0,0,6.823670668953688,13.383084716807277,CFL1
mitochondrial transport (GO:0006839),1/56,0.14067914651365568,0.17853951791145645,0,0,6.823670668953688,13.383084716807277,BAD
cellular response to cytokine stimulus (GO:0071345),3/482,0.1409927376865112,0.17869338787280886,0,0,2.3906422694338696,4.683380316663292,ANXA1;FOXO3;TP53
positive regulation of DNA-binding transcription factor activity (GO:0051091),2/246,0.142579809887708,0.18045864221482388,0,0,3.1056116015132407,6.049276013565581,AR;ESR1
regulation of reactive oxygen species metabolic process (GO:2000377),1/57,0.1430058240466105,0.1805059925805722,0,0,6.701482479784366,13.033511707426957,TP53
positive regulation of proteolysis (GO:0045862),1/57,0.1430058240466105,0.1805059925805722,0,0,6.701482479784366,13.033511707426957,BAD
fat cell differentiation (GO:0045444),1/58,0.14532631826774292,0.1831860918191766,0,0,6.583581595498179,12.698238337093317,NR4A1
protein polymerization (GO:0051258),1/59,0.14764064534934584,0.18559967460019253,0,0,6.469746258945999,12.376456572299608,FGA
regulation of secretion by cell (GO:1903530),1/59,0.14764064534934584,0.18559967460019253,0,0,6.469746258945999,12.376456572299608,ANXA1
positive regulation of phosphorylation (GO:0042327),2/253,0.14909221180152404,0.18717116859948085,0,0,3.0179282868525896,5.74369182143534,AR;ERBB2
pattern recognition receptor signaling pathway (GO:0002221),1/61,0.1522508622365813,0.1906213625576604,0,0,6.253459119496855,11.770421525608556,FGA
positive regulation of DNA biosynthetic process (GO:2000573),1/61,0.1522508622365813,0.1906213625576604,0,0,6.253459119496855,11.770421525608556,NEK2
negative regulation of kinase activity (GO:0033673),1/62,0.15454678410953343,0.19297575596472652,0,0,6.150634085988246,11.484823277475584,RB1
positive regulation of cysteine-type endopeptidase activity (GO:2001056),1/62,0.15454678410953343,0.19297575596472652,0,0,6.150634085988246,11.484823277475584,BAD
actin cytoskeleton reorganization (GO:0031532),1/63,0.15683660288249493,0.1953099250373161,0,0,6.051125989044431,11.21001805928369,ANXA1
cellular response to reactive oxygen species (GO:0034614),1/63,0.15683660288249493,0.1953099250373161,0,0,6.051125989044431,11.21001805928369,ANXA1
negative regulation of cell cycle process (GO:0010948),1/64,0.1591203344708972,0.19736020123292855,0,0,5.954776879305181,10.945442883265992,NEK2
regulation of extrinsic apoptotic signaling pathway (GO:2001236),1/64,0.1591203344708972,0.19736020123292855,0,0,5.954776879305181,10.945442883265992,AR
protein catabolic process (GO:0030163),1/64,0.1591203344708972,0.19736020123292855,0,0,5.954776879305181,10.945442883265992,MTOR
negative regulation of signal transduction (GO:0009968),2/267,0.1622944933964656,0.20102877915375536,0,0,2.856458635703919,5.194020804022266,RB1;ERBB2
ERBB signaling pathway (GO:0038127),1/66,0.16366959960719915,0.20192437986067463,0,0,5.770972423802612,10.444914844508016,ERBB2
positive regulation of cell cycle (GO:0045787),1/66,0.16366959960719915,0.20192437986067463,0,0,5.770972423802612,10.444914844508016,EIF4E
positive regulation of T cell proliferation (GO:0042102),1/66,0.16366959960719915,0.20192437986067463,0,0,5.770972423802612,10.444914844508016,ANXA1
regulation of gene silencing by miRNA (GO:0060964),1/67,0.1659351647622365,0.2041771762438645,0,0,5.683247570040023,10.208011388204676,H3C13
transcription elongation from RNA polymerase II promoter (GO:0006368),1/67,0.1659351647622365,0.2041771762438645,0,0,5.683247570040023,10.208011388204676,CDK7
regulation of myeloid cell differentiation (GO:0045637),1/68,0.16819470601465605,0.20613836660635285,0,0,5.598141368628555,9.979431577576143,H3C13
interferon-gamma-mediated signaling pathway (GO:0060333),1/68,0.16819470601465605,0.20613836660635285,0,0,5.598141368628555,9.979431577576143,CAMK2G
positive regulation of protein localization to nucleus (GO:1900182),1/68,0.16819470601465605,0.20613836660635285,0,0,5.598141368628555,9.979431577576143,CDK1
cell chemotaxis (GO:0060326),1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,NR4A1
peptidyl-tyrosine phosphorylation (GO:0018108),1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,ERBB2
"DNA-templated transcription, elongation (GO:0006354)",1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,CDK7
positive regulation of MAP kinase activity (GO:0043406),1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,ERBB2
positive regulation of protein polymerization (GO:0032273),1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,VASP
positive regulation of protein transport (GO:0051222),1/69,0.17044823907414808,0.2072597043192193,0,0,5.5155382907880135,9.75877212797992,FGA
"DNA-templated transcription, termination (GO:0006353)",1/70,0.1726957796087883,0.20917128977387783,0,0,5.435329505058792,9.545654667103056,CDK7
positive regulation of cell-substrate adhesion (GO:0010811),1/70,0.1726957796087883,0.20917128977387783,0,0,5.435329505058792,9.545654667103056,FGA
snRNA transcription by RNA polymerase II (GO:0042795),1/70,0.1726957796087883,0.20917128977387783,0,0,5.435329505058792,9.545654667103056,CDK7
phosphatidylinositol-mediated signaling (GO:0048015),1/71,0.17493734325009064,0.21078701929874727,0,0,5.3574123989218325,9.339723869609994,ERBB2
